Unnamed: 0;filename;DISORDER;core_All_Metals;core_Open_Metal_Sites;temperature_Celsius;time_h;Yield_Percent;metal_ele1;metal_os1;metal_ele2;metal_os2;metal_ele3;metal_os3;metal_ele4;metal_os4;metal_ele5;metal_os5;solvent1;solvent2;solvent3;solvent4;solvent5;additive1;additive2;additive3;additive4;additive5;other1;other2;other3;other4;other5;other6;other7;other8
239;SAMVIO_clean;DISORDER;Mn; ;100;72;;Mn;2;;;;;;;;;887;31374;;;;176;;;;;;;;;;;;
240;SOBZEQ_clean;;Ca,Cd;Ca;100;72;45;Ca;2;Cd;2;;;;;;;31374;962;;;;;;;;;;;;;;;;
241;VAGBEN_clean;;Cu,Gd;Gd;100;72;;Cu;1;Gd;3;;;;;;;6228;702;;;;944;;;;;;;;;;;;
242;VAGBOX_clean;;Cu,Gd;Cu,Gd;100;72;;Cu;1;Gd;3;;;;;;;962;702;;;;;;;;;;;;;;;;
243;WOPGOZ_clean;DISORDER;Co;Co;100;72;35.2;Co;2;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
244;XEYMAR_clean;;Cu,Mn;Cu,Mn;100;72;15;Cu;1;Mn;2;;;;;;;6228;702;;;;;;;;;;;;;;;;
245;XICDUI_charged;;Cu; ;100;72;40;Cu;1;;;;;;;;;241;6212;;;;;;;;;;;;;;;;
246;XUGSID_clean;;Co;Co;100;72;;Co;2;;;;;;;;;6228;962;;;;8471;;;;;;;;;;;;
247;XULVAD_clean;;Gd,Mn;Mn;100;72;56.8;Gd;3;Mn;2;;;;;;;962;3776;;;;14798;;;;;;;;;;;;
248;VOXQOQ_clean;;Zn;Zn;100;80;;Zn;2;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
249;CABDER_clean;;Cd; ;100;96;55;Cd;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
250;EGABAR_clean;DISORDER;Cd; ;100;96;∼50;Cd;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
251;VAGBUD_clean;;Cu,Gd;Cu,Gd;100;96;;Cu;1;Gd;3;;;;;;;962;31275;;;;;;;;;;;;;;;;
252;IBUBAL_clean;;Cd;Cd;100;120;45;Cd;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
253;KAKBUW_clean;;Ca;Ca;100;120;70;Ca;2;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
254;KAKCAD_clean;;Sr;Sr;100;120;75;Sr;2;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
255;KAKCEH_clean;;Ba;Ba;100;120;90;Ba;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
256;PARSAF_clean;DISORDER;Ca,In;Ca,In;100;120;75;Ca;2;In;3;;;;;;;6228;;;;;;;;;;;;;;;;;
257;PARSEJ_clean;DISORDER;Sr,In;Sr,In;100;120;82;Sr;2;In;3;;;;;;;6228;;;;;;;;;;;;;;;;;
258;TAGTIH_clean;;Mg;Mg;100;120;;Mg;2;;;;;;;;;31374;81646;;;;8302;;;;;;;;;;;;
259;UMIGAA_clean;;Zn,Co;Zn,Co;100;120;50;Zn;2;Co;2;;;;;;;31374;;;;;;;;;;;;;;;;;
260;UYAMOY_clean;DISORDER;Cd;Cd;100;120;37;Cd;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
261;XASNUD_clean;;Zn;Zn;100;120;65;Zn;2;;;;;;;;;31374;;;;;28118;;;;;;;;;;;;
262;XASPEP_clean;;Zn;Zn;100;120;;Zn;2;;;;;;;;;6228;;;;;28118;;;;;;;;;;;;
263;IBUBIT_clean;;Zn;Zn;100;144;53;Zn;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
264;SAMVEK_clean;;Mn; ;100;144;;Mn;2;;;;;;;;;887;31374;;;;176;;;;;;;;;;;;
265;UYAMIS_clean;DISORDER;Cd;Cd;100;144;45;Cd;2;;;;;;;;;6228;31275;;;;;;;;;;;;;;;;
266;ZEZPAX01_clean;;Dy;Dy;100;144;;Dy;3;;;;;;;;;6228;;;;;;;;;;;;;;;;;
267;BINSAU_clean;;Mn;Mn;100;168;23;Mn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
268;ORUKET_clean;;Mg;Mg;100;192;;Mg;2;;;;;;;;;31374;702;962;;;313;;;;;;;;;;;;
269;VEHROR_charged;;La; ;102;48;60;La;3;;;;;;;;;962;;;;;944;;;;;;;;;;;;
270;VEGMIE01_charged;;Co;Co;102;72;;Co;2;;;;;;;;;12051;;;;;;;;;;;;;;;;;
271;MUNDEG_clean;;Cu;Cu;105;12;76;Cu;1;;;;;;;;;6228;31275;;;;944;;;;;;;;;;;;
273;ADASUV_clean;;Co;Co;105;23;;Co;2;;;;;;;;;6228;13387;;;;;;;;;;;;;;;;
274;CUTBIE_clean;;La;La;105;24;67;La;3;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
275;EXOFIH_clean;;In; ;105;36;30;In;3;;;;;;;;;31374;702;;;;944;4837;;;;;;;;;;;
276;YIJYUN_clean;;Zn;Zn;105;60;36.3;Zn;2;;;;;;;;;962;;;;;516892;;;;;;;;;;;;
277;ALIXOJ_clean;;Ni;Ni;105;72;69;Ni;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
278;LAQZOV_clean;;Ce;Ce;105;72;;Ce;3;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
279;LAZHUR_clean;;Co;Co;105;72;64;Co;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
280;NUCPEI_clean;;Zn;Zn;105;72;;Zn;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
281;NUCPIM_clean;DISORDER;Zn;Zn;105;72;;Zn;2;;;;;;;;;31374;962;;;;;;;;;;;;;;;;
282;UWALEL_clean;;Cu;Cu;105;72;;Cu;2;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
283;XORHET_clean;;Co;Co;105;72;69;Co;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
284;CORZIU_clean;;In;In;105;96;61;In;1;;;;;;;;;6228;12051;;;;284;;;;;;;;;;;;
285;VEHRIL_clean;;Sm;Sm;107;48;30;Sm;3;;;;;;;;;962;;;;;944;;;;;;;;;;;;
287;GIQZIQ_clean;;Mg;Mg;110;24;73.5;Mg;2;;;;;;;;;6228;887;;;;;;;;;;;;;;;;
288;LEVNOQ_clean;;Mg;Mg;110;24;64.2;Mg;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
291;GOBTAT_clean;DISORDER;Co; ;110;36;;Co;2;;;;;;;;;6228;7237;;;;;;;;;;;;;;;;
293;KUHNIM_clean;;Zn;Zn;110;48;57;Zn;2;;;;;;;;;962;;;;;14923;;;;;;;;;;;;
294;UYOFIY_clean;;Tb;Tb;110;48;62;Tb;3;;;;;;;;;702;962;;;;8471;;;;;;;;;;;;
295;ZOFZIF_clean;;Mn;Mn;110;48;;Mn;2;;;;;;;;;6228;;;;;176;;;;;;;;;;;;
296;ZOFZOL_clean;;Co;Co;110;48;;Co;2;;;;;;;;;12051;;;;;176;;;;;;;;;;;;
297;EREGOY_clean;;Cd;Cd;110;72;82;Cd;2;;;;;;;;;31374;;;;;;;;;;;;;;;;;
298;ETEMIB_clean;;Co;Co;110;72;;Co;2;;;;;;;;;962;6228;;;;14798;;;;;;;;;;;;
299;PAFMUH_clean;;Cd;Cd;110;72;47;Cd;2;;;;;;;;;962;887;;;;14798;;;;;;;;;;;;
300;PORLAL_clean;;Gd;Gd;110;72;70;Gd;3;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
301;QUNWAZ_clean;;Zn;Zn;110;72;58;Zn;2;;;;;;;;;6228;7964;;;;;;;;;;;;;;;;
302;TOHYUM_clean;;Zn;Zn;110;72;54;Zn;2;;;;;;;;;31374;;;;;944;;;;;;;;;;;;
303;VIVLAP_clean;;Tb;Tb;110;72;65;Tb;3;;;;;;;;;6228;962;;;;944;;;;;;;;;;;;
304;VOGTIV_clean_h;;Mg;Mg;110;72;;Mg;2;;;;;;;;;8028;962;;;;14798;;;;;;;;;;;;
306;WIRKOZ_clean;;Zn;Zn;110;72;;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
307;WIRMOB_clean;;Zn;Zn;110;72;;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
308;XUKNIC_clean;;Zn;Zn;110;80;;Zn;2;;;;;;;;;962;;;;;944;;;;;;;;;;;;
309;KEVVIS_clean;;Co;Co;110;96;;Co;2;;;;;;;;;962;702;6228;;;;;;;;;;;;;;;
310;REDYEG_clean;;Zn; ;110;96;45;Zn;2;;;;;;;;;6560;887;;;;;;;;;;;;;;;;
311;ADASIJ_clean;;Cu;Cu;115;23;;Cu;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
312;DUNYOC_clean;DISORDER;Zn;Zn;115;72;50;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
313;ZUQMAB_clean;;Co; ;115;96;69;Co;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
314;BUXZAX_clean;;Fe,Hf;Fe,Hf;120;48;49;Fe;3;Hf;4;;;;;;;12051;;;;;243;;;;;;;;;;;;
315;LUYSOP_clean;;Co; ;120;12;;Co;2;;;;;;;;;6228;;;;;176;313;;;;;;;;;;;
316;SONTIZ_clean;;Tb;Tb;120;20;;Tb;3;;;;;;;;;6228;;;;;;;;;;;;;;;;;
317;SONTOF_clean;;Dy;Dy;120;20;;Dy;3;;;;;;;;;6228;;;;;;;;;;;;;;;;;
318;WAGQAY_clean;DISORDER;Ni;Ni;120;20;54;Ni;2;;;;;;;;;12051;;;;;;;;;;;;;;;;;
319;XARPAK_clean;;Cu;Cu;120;20;43.0;Cu;2;;;;;;;;;13387;;;;;;;;;;;;;;;;;
320;XIFHIF_clean;;Tb;Tb;120;21;49;Tb;3;;;;;;;;;6228;;;;;;;;;;;;;;;;;
321;COXQUB_clean;;Cd;Cd;120;24;57;Cd;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
322;FECYOD_clean;DISORDER;Zn;Zn;120;24;;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
323;HUSJUC_clean;;La; ;120;24;60;La;3;;;;;;;;;6228;;;;;313;;;;;;;;;;;;
325;KUSQUM_clean;DISORDER;Cd,Cu;Cd,Cu;120;24;∼57;Cd;2;Cu;2;;;;;;;6228;;;;;;;;;;;;;;;;;
326;PODXEN_clean;;Zn;Zn;120;24;64;Zn;2;;;;;;;;;6228;887;962;679;;8471;;;;;;;;;;;;
327;QEVKOS_clean;;W,Cu; ;120;24;25;W;6;Cu;1;;;;;;;6342;;;;;;;;;;;;;;;;;
328;REYCEF_clean;;Zn;Zn;120;24;69;Zn;2;;;;;;;;;962;6342;;;;313;;;;;;;;;;;;
329;TIRRIW_clean;;Co; ;120;24;;Co;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
330;TUBJAD_clean;;Cu;Cu;120;24;55;Cu;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
331;XUKHUI_clean;;Zn;Zn;120;24;78;Zn;2;;;;;;;;;962;31374;;;;;;;;;;;;;;;;
332;ZOZPUB_clean;;Co;Co;120;36;;Co;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
333;HUVHOX_clean;;Zn;Zn;120;40;43;Zn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
334;WEZCIO_clean;;La,Co;Co;120;45;;La;3;Co;2;;;;;;;962;;;;;;;;;;;;;;;;;
335;BEDYEQ_clean;;Zr,Fe;Zr,Fe;120;48;46;Zr;4;Fe;3;;;;;;;12051;;;;;243;;;;;;;;;;;;
336;CIFMIP_clean;;Co;Co;120;48;;Co;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
337;EHODOV_SL;;In; ;120;48;75;In;3;;;;;;;;;6228;;;;;;;;;;;;;;;;;
338;HISGAT_clean;;K;K;120;48;41.26;K;1;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
339;HOXRUJ_clean;DISORDER;Eu,K;K;120;48;56;Eu;3;K;1;;;;;;;962;;;;;313;;;;;;;;;;;;
340;ILIMOH_clean;;Ni; ;120;48;;Ni;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
341;ILIMUN_clean;;Ni; ;120;48;;Ni;2;;;;;;;;;6342;887;;;;;;;;;;;;;;;;
342;KETHEY02_clean;;Cd;Cd;120;48;75;Cd;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
343;KOLWEO_clean;;Ni; ;120;48;;Ni;2;;;;;;;;;12051;174;1140;;;;;;;;;;;;;;;
344;OJIDAN_clean;;Sc;Sc;120;48;71;Sc;3;;;;;;;;;6228;8028;6344;962;;944;;;;;;;;;;;;
345;OLEKUM_manual;;Zn;Zn;120;48;;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
346;SARMOO_clean;;Eu;Eu;120;48;47;Eu;3;;;;;;;;;962;;;;;23665404;;;;;;;;;;;;
347;SOJTOC_clean;;Zn,K;Zn,K;120;48;∼49;Zn;2;K;1;;;;;;;962;702;;;;;;;;;;;;;;;;
348;TIXVON_clean;;Mg;Mg;120;48;63;Mg;2;;;;;;;;;31374;962;;;;14798;;;;;;;;;;;;
350;WIJXEU_clean;;Zn;Zn;120;48;20;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
351;WOPHEQ_clean;;Co; ;120;48;60.0;Co;2;;;;;;;;;6228;962;;;;944;;;;;;;;;;;;
352;XOTSIK_clean;;Cd;Cd;120;48;40;Cd;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
353;YOYYUI_clean;DISORDER;Zn;Zn;120;48;28;Zn;2;;;;;;;;;31374;962;;;;;;;;;;;;;;;;
354;GUJTOV_clean;;Mo,Cu;Mo,Cu;120;66;30;Mo;6;Cu;2;;;;;;;962;;;;;;;;;;;;;;;;;
355;ATIBOU02_clean;;Mn; ;120;72;73;Mn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
356;COPXOV_clean;;Co; ;120;72;;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
357;DADXUE_clean;DISORDER;Cd;Cd;120;72;84;Cd;2;;;;;;;;;31374;887;;;;;;;;;;;;;;;;
358;EYULOA_clean;;Co; ;120;72;61;Co;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
359;FIHRIZ_clean;;Ni; ;120;72;80;Ni;2;;;;;;;;;31374;887;;;;;;;;;;;;;;;;
360;FURFIJ_clean;;Cd;Cd;120;72;43;Cd;2;;;;;;;;;31374;;;;;;;;;;;;;;;;;
361;FURFOP_clean;;Zn; ;120;72;54;Zn;2;;;;;;;;;31374;;;;;;;;;;;;;;;;;
362;GERWOR_charged;;Cd,Si; ;120;72;29;Cd;2;Si;-1;;;;;;;6228;;;;;313;;;;;;;;;;;;
363;GEVYEN_clean;;Zn; ;120;72;;Zn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
364;GEZRAG_clean;;Co;Co;120;72;60;Co;2;;;;;;;;;887;;;;;;;;;;;;;;;;;
365;HAPGIR_clean;;Mn;Mn;120;72;28;Mn;2;;;;;;;;;6228;6342;;;;;;;;;;;;;;;;
366;HAWGIX_charged;;Cd; ;120;72;38;Cd;2;;;;;;;;;887;962;;;;;;;;;;;;;;;;
367;HOXSUK_clean;;Ni;Ni;120;72;47;Ni;2;;;;;;;;;6228;31275;962;;;;;;;;;;;;;;;
368;IYOQIY_clean;;Cd;Cd;120;72;55;Cd;2;;;;;;;;;6228;702;962;;;944;14798;;;;;;;;;;;
369;IZIGUV_clean;;In;In;120;72;∼75;In;3;;;;;;;;;6228;962;;;;284;;;;;;;;;;;;
370;KUKPOX_clean;;Cu;Cu;120;72;;Cu;2;;;;;;;;;962;6228;31275;;;;;;;;;;;;;;;
371;KUKPUD_clean;DISORDER;Cu;Cu;120;72;;Cu;2;;;;;;;;;962;6342;;;;;;;;;;;;;;;;
372;LALFEL_clean;;Cd;Cd;120;72;;Cd;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
373;LAWHUP_clean;;Cd; ;120;72;80;Cd;2;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
374;MEJQEZ_clean;;Zn; ;120;72;60;Zn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
375;MEJQID_clean;;Zn; ;120;72;70;Zn;2;;;;;;;;;31374;887;;;;7293;;;;;;;;;;;;
376;MEJQOJ_clean;;Zn; ;120;72;75;Zn;2;;;;;;;;;13387;887;;;;7293;;;;;;;;;;;;
377;NAWKII_clean;;Mg;Mg;120;72;;Mg;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
378;NOBVOR_clean;;Co; ;120;72;35;Co;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
379;NOHQEI_clean;DISORDER;In; ;120;72;86;In;3;;;;;;;;;12051;;;;;;;;;;;;;;;;;
380;NOQLOV01_charged;;In; ;120;72;56;In;3;;;;;;;;;962;;;;;313;3301;;;;;;;;;;;
381;NORJEL_clean;;Cd;Cd;120;72;49;Cd;2;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
382;OKIZIT_clean;DISORDER;Co; ;120;72;65;Co;2;;;;;;;;;31374;887;;;;28118;;;;;;;;;;;;
383;OYEBIE_clean;;Zn; ;120;72;52.23;Zn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
384;PIBGAK_clean;;Eu;Eu;120;72;56;Eu;3;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
385;PUZLAZ_clean;;In; ;120;72;;In;3;;;;;;;;;6228;;;;;;;;;;;;;;;;;
386;QASTUC_clean;;Mn; ;120;72;23;Mn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
387;QIRWAR_clean;;Cu;Cu;120;72;;Cu;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
388;REYCOP_clean;;Zn;Zn;120;72;65;Zn;2;;;;;;;;;962;6342;;;;;;;;;;;;;;;;
389;RUVBOB_clean;;Cd; ;120;72;;Cd;2;;;;;;;;;6228;887;;;;;;;;;;;;;;;;
390;SARMEE_clean;;Eu;Eu;120;72;49;Eu;3;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
391;TEJBAN_clean;;Eu; ;120;72;47;Eu;3;;;;;;;;;962;;;;;;;;;;;;;;;;;
392;TEJLOL_clean;;Cd;Cd;120;72;60;Cd;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
393;TETZEZ_clean;;Zn;Zn;120;72;58;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
394;TETZID_clean;;Cd; ;120;72;45;Cd;2;;;;;;;;;962;;;;;14923;;;;;;;;;;;;
395;UQEGEE_clean;DISORDER;Mo,V,Co;Mo,V,Co;120;72;;Mo;6;V;2;Co;2;;;;;962;;;;;313;;;;;;;;;;;;
396;UQEGII_clean;;Mo,Ni,V;Mo,Ni,V;120;72;;Mo;2;Ni;2;V;4;;;;;962;;;;;313;;;;;;;;;;;;
397;VAGTAA_clean;;Mg;Mg;120;72;;Mg;2;;;;;;;;;6228;;;;;8471;;;;;;;;;;;;
398;VAQSEO_clean;;Cd;Cd;120;72;42;Cd;2;;;;;;;;;6228;962;;;;14798;;;;;;;;;;;;
399;VIPXUO_clean;;Co;Co;120;72;53;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
400;WEGDIX_charged;;Cd;Cd;120;72;30;Cd;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
401;WODREO_clean;DISORDER;Co;Co;120;72;;Co;2;;;;;;;;;1049;6228;679;;;;;;;;;;;;;;;
402;YOKKIU_clean;;Co;Co;120;72;26;Co;2;;;;;;;;;702;887;;;;;;;;;;;;;;;;
403;YOYBUL_clean;;Zn; ;120;72;;Zn;2;;;;;;;;;31374;962;702;;;;;;;;;;;;;;;
404;EVADIQ_clean;;Dy;Dy;120;96;;Dy;3;;;;;;;;;6228;679;962;;;;;;;;;;;;;;;
406;HEKTUO01_clean;;Cd;Cd;120;96;43;Cd;2;;;;;;;;;31374;;;;;;;;;;;;;;;;;
407;JUSBAC_clean;;Cd;Cd;120;96;33;Cd;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
408;NEVJEF_clean;;Cd;Cd;120;96;64;Cd;2;;;;;;;;;8028;962;;;;14798;;;;;;;;;;;;
409;NEVJOP_clean;;Zn;Zn;120;96;67;Zn;2;;;;;;;;;8028;962;;;;14798;;;;;;;;;;;;
410;UWELIS_clean;;Zn;Zn;120;96;;Zn;2;;;;;;;;;31374;;;;;;;;;;;;;;;;;
411;IQECIS_clean;;Co; ;120;120;;Co;2;;;;;;;;;31374;887;31275;;;28118;;;;;;;;;;;;
412;MAZSUD_clean;;Zn; ;120;120;83;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
413;OBIBAF_clean;;Mg;Mg;120;120;35;Mg;2;;;;;;;;;31374;962;;;;;;;;;;;;;;;;
414;OBIBEJ_clean;;Ca;Ca;120;120;82;Ca;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
415;OBIBOT_clean;;Ba;Ba;120;120;23;Ba;2;;;;;;;;;31374;962;;;;;;;;;;;;;;;;
416;RIPWEU_clean;DISORDER;W,Na,Mn,Sm,K;W,Na,Mn,Sm,K;120;120;35;W;6;Na;1;Mn;2;Sm;3;K;1;962;;;;;517045;;;;;;;;;;;;
417;RIPWIY_clean;;W,Na,Sm,K;W,Na,Sm,K;120;120;38;W;5;Na;1;Sm;3;K;1;;;962;;;;;517045;;;;;;;;;;;;
418;TAGTUT_clean;;Mg;Mg;120;120;;Mg;2;;;;;;;;;31374;81646;;;;73706;;;;;;;;;;;;
419;TAGVAB_clean;;Mg;Mg;120;120;;Mg;2;;;;;;;;;8113;702;;;;;;;;;;;;;;;;
422;YOVNUU_clean;DISORDER;Ni; ;120;120;35;Ni;2;;;;;;;;;6228;;;;;8471;;;;;;;;;;;;
423;YOVPEG_clean;;Co; ;120;120;35;Co;2;;;;;;;;;6228;1049;;;;;;;;;;;;;;;;
424;BIHMUC_clean;;Co;Co;120;144;;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
425;HELDOT_clean;;Co;Co;120;168;;Co;2;;;;;;;;;31374;;;;;;;;;;;;;;;;;
426;RUGKOV_clean;;Zn;Zn;120;336;;Zn;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
427;BEFGEA_manual;;In; ;130;24;;In;3;;;;;;;;;6228;31275;962;;;944;;;;;;;;;;;;
428;ILEPEW_clean;DISORDER;Ba,La;Ba;160;12;41;Ba;2;La;3;;;;;;;962;6228;;;;944;;;;;;;;;;;;
429;NAGQET_clean;;Co; ;130;24;;Co;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
430;NAGQOD_clean;;Co; ;130;24;;Co;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
431;PAFNAO_clean;DISORDER;Cd;Cd;130;24;62;Cd;2;;;;;;;;;962;887;;;;14798;;;;;;;;;;;;
432;VICSIL_clean;;Cu; ;130;24;72;Cu;2;;;;;;;;;887;962;;;;14798;;;;;;;;;;;;
433;WOXKOL_clean;;Mn;Mn;130;24;58;Mn;2;;;;;;;;;962;6228;;;;14798;;;;;;;;;;;;
434;FECYUJ_clean;;Zn;Zn;130;28;;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
435;HEBJAB_clean;;Co;Co;130;48;∼56;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
436;IVUVIG_clean;;Sm;Sm;130;48;;Sm;3;;;;;;;;;31374;962;;;;944;;;;;;;;;;;;
437;JUNBUR_clean;;Cd;Cd;130;48;40;Cd;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
439;ONODOM_clean;DISORDER;Ni;Ni;130;48;28;Ni;2;;;;;;;;;6228;7966;962;;;;;;;;;;;;;;;
440;XUBGUY_clean;;Zr,Si;Zr;130;48;58;Zr;4;Si;-1;;;;;;;6228;;;;;;;;;;;;;;;;;
441;XUDYOM_clean;;In; ;130;48;57;In;3;;;;;;;;;6228;;;;;;;;;;;;;;;;;
443;DUKMON_clean;;Co; ;130;72;55;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
444;FONPUV_clean;;Zn;Zn;130;72;49;Zn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
446;LOMMIL_clean;;Y; ;130;72;;Y;3;;;;;;;;;962;;;;;;;;;;;;;;;;;
447;QARTEK_clean;;Cd; ;130;72;;Cd;2;;;;;;;;;962;;;;;14797;25516;;;;;;;;;;;
448;TEJBOB_clean;;Ag;Ag;130;72;27;Ag;1;;;;;;;;;962;;;;;;;;;;;;;;;;;
449;TORXIJ_clean;;Cu;Cu;130;72;40;Cu;2;;;;;;;;;887;962;;;;14798;;;;;;;;;;;;
450;UZIJUJ_clean;;Ce; ;130;72;60-80;Ce;3;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
451;WONBAD_clean;DISORDER;Cd;Cd;130;72;76;Cd;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
452;WOZGUP_clean;;Co; ;130;72;50;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
453;YILJAG_clean;;Zn;Zn;130;72;;Zn;2;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
454;ETEMEX_clean;DISORDER;Co;Co;130;96;;Co;2;;;;;;;;;702;962;6228;;;14798;;;;;;;;;;;;
455;IWELIG01_clean;;Co; ;130;96;60;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
456;LARPIF_clean;DISORDER;Na,Fe; ;130;120;72;Na;1;Fe;3;;;;;;;6228;;;;;14798;;;;;;;;;;;;
457;BOPHEV_clean;;Cd; ;130;144;56.7;Cd;2;;;;;;;;;6228;;;;;14923;;;;;;;;;;;;
458;BOPHIZ_clean;;Cd;Cd;130;144;86.7;Cd;2;;;;;;;;;6228;;;;;14923;;;;;;;;;;;;
461;RULXOM_clean;;Fe; ;135;72;50;Fe;2;;;;;;;;;6228;679;;;;28118;;;;;;;;;;;;
462;EZIVAM_clean;;Sr;Sr;140;12;73;Sr;2;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
463;GUVBOQ_clean;;Zn;Zn;140;72;31;Zn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
464;ECEZAO_clean;DISORDER;Ni;Ni;140;24;;Ni;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
465;RESWOC_clean;;Er;Er;80;24;65;Er;3;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
466;RESWUI_clean;;Er;Er;80;24;43;Er;3;;;;;;;;;6228;702;962;;;;;;;;;;;;;;;
467;VEYVEC_clean;;Co;Co;140;24;68;Co;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
468;KIYMIP_clean;;Ni;Ni;140;40;42;Ni;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
469;DOQKAW_charged;;Cd; ;140;48;60;Cd;2;;;;;;;;;31374;;;;;;;;;;;;;;;;;
470;DUSHEG_clean;DISORDER;Ni;Ni;140;48;;Ni;2;;;;;;;;;31374;;;;;28118;;;;;;;;;;;;
471;DUSHIK_clean;DISORDER;Fe;Fe;140;48;;Fe;3;;;;;;;;;31374;;;;;28118;;;;;;;;;;;;
472;EXOTOB_clean;;Ni;Ni;140;48;50;Ni;1;;;;;;;;;887;962;;;;;;;;;;;;;;;;
474;NEFTUP_clean;;Co; ;140;48;10;Co;2;;;;;;;;;962;887;;;;944;;;;;;;;;;;;
475;QUHMOX_clean;;Gd;Gd;140;48;35;Gd;3;;;;;;;;;679;;;;;;;;;;;;;;;;;
476;QUPDEL01_clean;;Gd;Gd;140;48;∼35;Gd;3;;;;;;;;;962;;;;;;;;;;;;;;;;;
